ID,Response,Video,Model_Response
8469834.0,0.72,point,0.02846946008503437
8469834.0,0.03,risk,0.00466506090015173
8469834.0,0.14,see,0.02403612807393074
8469834.0,0.9400000000000001,hospital,0.18712423741817474
8469834.0,0.27,sleep,0.06806595623493195
8469834.0,0.54,plan,
8469834.0,0.44,meet,
8469834.0,0.2,beg,0.02004079706966877
8469834.0,0.98,bomb,0.008046411909162998
8469834.0,0.15,please,0.02075302042067051
8469834.0,0.1,good,0.02689988724887371
8469834.0,0.8300000000000001,sunglasses,
8469834.0,0.9500000000000001,gentlemen,0.019134311005473137
8469834.0,0.01,ready,
8469834.0,0.68,planning,
8469834.0,0.97,ball,0.009306729771196842
8469834.0,0.36,convinced,0.013052387163043022
8469834.0,0.05,couple,0.005515260621905327
8469865.0,0.9400000000000001,risk,0.00466506090015173
8469865.0,0.08,beg,0.02004079706966877
8469865.0,0.98,clap,0.002330345567315817
8469865.0,0.77,machine,0.012270164676010609
8469865.0,0.22,good,0.02689988724887371
8469865.0,0.93,hospital,0.18712423741817474
8469865.0,0.84,meet,
8469865.0,0.05,couple,0.005515260621905327
8469865.0,0.55,point,0.02846946008503437
8469865.0,0.97,ball,0.009306729771196842
8469865.0,0.97,bomb,0.008046411909162998
8469865.0,0.39,sunglasses,
8469865.0,0.73,smoke,
8469865.0,0.06,sleep,0.06806595623493195
8469865.0,0.8200000000000001,gentlemen,0.019134311005473137
8469865.0,0.02,please,0.02075302042067051
8469865.0,0.01,ready,
8469865.0,0.68,plan,
8469865.0,0.11,planning,
8469865.0,0.9500000000000001,see,0.02403612807393074
8469865.0,0.76,convinced,0.013052387163043022
8469906.0,0.56,sunglasses,
8469906.0,0.92,machine,0.012270164676010609
8469906.0,0.91,ball,0.009306729771196842
8469906.0,0.08,ready,
8469906.0,0.06,beg,0.02004079706966877
8469906.0,0.64,sleep,0.06806595623493195
8469906.0,0.2,please,0.02075302042067051
8469906.0,0.0,good,0.02689988724887371
8469906.0,0.67,gentlemen,0.019134311005473137
8469906.0,0.08,convinced,0.013052387163043022
8469906.0,0.2,planning,
8469906.0,0.9,hospital,0.18712423741817474
8469906.0,0.04,plan,
8469906.0,0.85,smoke,
8469906.0,0.21,see,0.02403612807393074
8469906.0,0.18,couple,0.005515260621905327
8469906.0,0.84,point,0.02846946008503437
8469906.0,0.43,meet,
8469906.0,0.58,risk,0.00466506090015173
8469906.0,0.9500000000000001,bomb,0.008046411909162998
8469906.0,1.0,clap,0.002330345567315817
8469926.0,1.0,smoke,
8469926.0,0.67,gentlemen,0.019134311005473137
8469926.0,0.92,meet,
8469926.0,1.0,hospital,0.18712423741817474
8469926.0,0.62,see,0.02403612807393074
8469926.0,0.17,couple,0.005515260621905327
8469926.0,0.0,ready,
8469926.0,0.37,beg,0.02004079706966877
8469926.0,0.75,planning,
8469926.0,0.93,risk,0.00466506090015173
8469926.0,0.48,sleep,0.06806595623493195
8469926.0,0.14,convinced,0.013052387163043022
8469926.0,0.9500000000000001,plan,
8469926.0,0.99,point,0.02846946008503437
8469926.0,1.0,clap,0.002330345567315817
8469926.0,1.0,machine,0.012270164676010609
8469926.0,0.99,bomb,0.008046411909162998
8469926.0,0.0,please,0.02075302042067051
8469926.0,0.8300000000000001,good,0.02689988724887371
8469926.0,0.9500000000000001,sunglasses,
8469926.0,1.0,ball,0.009306729771196842
8469982.0,0.92,meet,
8469982.0,0.99,clap,0.002330345567315817
8469982.0,0.96,planning,
8469982.0,0.81,beg,0.02004079706966877
8469982.0,0.06,ready,
8469982.0,0.88,plan,
8469982.0,0.97,smoke,
8469982.0,0.98,risk,0.00466506090015173
8469982.0,0.6,couple,0.005515260621905327
8469982.0,0.97,gentlemen,0.019134311005473137
8469982.0,1.0,ball,0.009306729771196842
8469982.0,0.08,good,0.02689988724887371
8469982.0,0.8200000000000001,sunglasses,
8469982.0,0.6900000000000001,convinced,0.013052387163043022
8469982.0,0.96,bomb,0.008046411909162998
8469982.0,0.99,hospital,0.18712423741817474
8469982.0,0.71,sleep,0.06806595623493195
8469982.0,0.98,machine,0.012270164676010609
8469982.0,0.97,see,0.02403612807393074
8469982.0,0.9,point,0.02846946008503437
8469982.0,0.77,please,0.02075302042067051
8470207.0,1.0,ball,0.009306729771196842
8470207.0,0.43,meet,
8470207.0,0.61,point,0.02846946008503437
8470207.0,0.53,sunglasses,
8470207.0,0.41000000000000003,planning,
8470207.0,0.0,ready,
8470207.0,0.0,risk,0.00466506090015173
8470207.0,0.58,please,0.02075302042067051
8470207.0,0.01,bomb,0.008046411909162998
8470207.0,0.04,plan,
8470207.0,0.99,gentlemen,0.019134311005473137
8470207.0,0.0,good,0.02689988724887371
8470207.0,0.99,clap,0.002330345567315817
8470207.0,0.75,machine,0.012270164676010609
8470207.0,0.93,sleep,0.06806595623493195
8470207.0,0.98,hospital,0.18712423741817474
8470207.0,0.06,couple,0.005515260621905327
8470207.0,0.73,smoke,
8470207.0,0.43,beg,0.02004079706966877
8470207.0,0.19,see,0.02403612807393074
8470207.0,0.0,convinced,0.013052387163043022
8467551.0,1.0,hear,0.03977471962571144
8467551.0,0.48,hate,0.027895096689462662
8467551.0,0.38,hit,0.020427411422133446
8467551.0,0.61,lying,
8467551.0,0.31,steal,0.012078825384378433
8467551.0,0.61,tell,
8467551.0,0.98,cripple,0.014095261693000793
8467551.0,0.99,workhouse,0.6932812929153442
8467551.0,0.03,assistant,0.04602586477994919
8467551.0,0.39,dead,0.02396446093916893
8467551.0,0.79,pool,
8467551.0,0.01,hand,0.0025499211624264717
8467551.0,0.5700000000000001,stare,0.09350266307592392
8467551.0,0.01,clap,0.002330345567315817
8467551.0,0.61,drink,0.23622046411037445
8467551.0,0.85,gun,0.32687410712242126
8467551.0,0.6,van,
8467551.0,0.45,sell,0.027013655751943588
8467551.0,0.01,indicted,0.040424276143312454
8467551.0,0.04,fool,0.047019507735967636
8467551.0,0.02,hall,0.008597616106271744
8469473.0,0.22,hit,0.020427411422133446
8469473.0,0.58,clap,0.002330345567315817
8469473.0,0.21,hall,0.008597616106271744
8469473.0,0.73,van,
8469473.0,0.26,indicted,0.040424276143312454
8469473.0,0.53,sell,0.027013655751943588
8469473.0,0.11,steal,0.012078825384378433
8469473.0,0.07,lying,
8469473.0,0.62,drink,0.23622046411037445
8469473.0,0.18,dead,0.02396446093916893
8469473.0,0.62,tell,
8469473.0,0.15,assistant,0.04602586477994919
8469473.0,0.7000000000000001,hear,0.03977471962571144
8469473.0,0.12,hate,0.027895096689462662
8469473.0,0.19,hand,0.0025499211624264717
8469473.0,0.92,pool,
8469473.0,0.09,fool,0.047019507735967636
8469473.0,0.67,stare,0.09350266307592392
8469473.0,0.71,workhouse,0.6932812929153442
8469473.0,1.0,cripple,0.014095261693000793
8469473.0,0.9500000000000001,gun,0.32687410712242126
8469474.0,1.0,cripple,0.014095261693000793
8469474.0,0.6900000000000001,sell,0.027013655751943588
8469474.0,0.62,indicted,0.040424276143312454
8469474.0,0.18,fool,0.047019507735967636
8469474.0,0.02,dead,0.02396446093916893
8469474.0,0.02,hall,0.008597616106271744
8469474.0,0.86,gun,0.32687410712242126
8469474.0,0.72,lying,
8469474.0,0.86,van,
8469474.0,0.0,clap,0.002330345567315817
8469474.0,0.06,tell,
8469474.0,0.5700000000000001,drink,0.23622046411037445
8469474.0,0.0,steal,0.012078825384378433
8469474.0,0.0,hand,0.0025499211624264717
8469474.0,0.0,hear,0.03977471962571144
8469474.0,1.0,pool,
8469474.0,0.0,assistant,0.04602586477994919
8469474.0,0.71,workhouse,0.6932812929153442
8469474.0,0.22,hate,0.027895096689462662
8469474.0,0.29,hit,0.020427411422133446
8469474.0,0.71,stare,0.09350266307592392
8469828.0,0.02,steal,0.012078825384378433
8469828.0,1.0,pool,
8469828.0,0.64,sell,0.027013655751943588
8469828.0,0.2,hand,0.0025499211624264717
8469828.0,0.12,hit,0.020427411422133446
8469828.0,0.9,lying,
8469828.0,0.98,van,
8469828.0,0.05,clap,0.002330345567315817
8469828.0,0.9400000000000001,drink,0.23622046411037445
8469828.0,0.7000000000000001,tell,
8469828.0,0.97,workhouse,0.6932812929153442
8469828.0,0.8,hall,0.008597616106271744
8469828.0,0.98,gun,0.32687410712242126
8469828.0,0.05,hate,0.027895096689462662
8469828.0,0.9,stare,0.09350266307592392
8469828.0,0.55,indicted,0.040424276143312454
8469828.0,0.02,dead,0.02396446093916893
8469828.0,0.63,assistant,0.04602586477994919
8469828.0,0.9,hear,0.03977471962571144
8469828.0,0.85,cripple,0.014095261693000793
8469828.0,0.23,fool,0.047019507735967636
8469850.0,0.93,tell,
8469850.0,0.81,van,
8469850.0,0.78,dead,0.02396446093916893
8469850.0,0.0,hand,0.0025499211624264717
8469850.0,0.6,drink,0.23622046411037445
8469850.0,0.0,fool,0.047019507735967636
8469850.0,0.77,lying,
8469850.0,0.87,sell,0.027013655751943588
8469850.0,0.99,gun,0.32687410712242126
8469850.0,0.0,hall,0.008597616106271744
8469850.0,0.64,pool,
8469850.0,0.67,hate,0.027895096689462662
8469850.0,1.0,cripple,0.014095261693000793
8469850.0,0.78,workhouse,0.6932812929153442
8469850.0,0.0,assistant,0.04602586477994919
8469850.0,0.01,hit,0.020427411422133446
8469850.0,0.21,stare,0.09350266307592392
8469850.0,0.01,clap,0.002330345567315817
8469850.0,0.01,steal,0.012078825384378433
8469850.0,0.86,hear,0.03977471962571144
8469850.0,0.6900000000000001,indicted,0.040424276143312454
8469837.0,0.5700000000000001,stare,0.09350266307592392
8469837.0,0.8,hear,0.03977471962571144
8469837.0,0.97,gun,0.32687410712242126
8469837.0,0.5700000000000001,lying,
8469837.0,0.31,assistant,0.04602586477994919
8469837.0,0.84,pool,
8469837.0,0.63,sell,0.027013655751943588
8469837.0,0.9,workhouse,0.6932812929153442
8469837.0,0.0,hall,0.008597616106271744
8469837.0,0.02,dead,0.02396446093916893
8469837.0,0.0,clap,0.002330345567315817
8469837.0,0.8,tell,
8469837.0,0.03,fool,0.047019507735967636
8469837.0,0.84,cripple,0.014095261693000793
8469837.0,0.25,indicted,0.040424276143312454
8469837.0,0.0,steal,0.012078825384378433
8469837.0,0.2,hand,0.0025499211624264717
8469837.0,0.72,drink,0.23622046411037445
8469837.0,0.88,van,
8469837.0,0.26,hate,0.027895096689462662
8469837.0,0.18,hit,0.020427411422133446
8469840.0,0.0,hand,0.0025499211624264717
8469840.0,0.76,indicted,0.040424276143312454
8469840.0,0.91,lying,
8469840.0,0.87,stare,0.09350266307592392
8469840.0,0.37,fool,0.047019507735967636
8469840.0,0.65,sell,0.027013655751943588
8469840.0,0.26,hit,0.020427411422133446
8469840.0,0.09,assistant,0.04602586477994919
8469840.0,0.13,steal,0.012078825384378433
8469840.0,0.61,gun,0.32687410712242126
8469840.0,0.29,hate,0.027895096689462662
8469840.0,0.53,hear,0.03977471962571144
8469840.0,0.84,tell,
8469840.0,0.92,van,
8469840.0,0.8300000000000001,workhouse,0.6932812929153442
8469840.0,0.24,dead,0.02396446093916893
8469840.0,0.0,clap,0.002330345567315817
8469840.0,0.81,drink,0.23622046411037445
8469840.0,0.59,cripple,0.014095261693000793
8469840.0,0.15,hall,0.008597616106271744
8469840.0,0.93,pool,
8469853.0,0.75,stare,0.09350266307592392
8469853.0,0.28,steal,0.012078825384378433
8469853.0,0.38,fool,0.047019507735967636
8469853.0,0.61,clap,0.002330345567315817
8469853.0,0.37,hall,0.008597616106271744
8469853.0,0.8200000000000001,pool,
8469853.0,0.37,dead,0.02396446093916893
8469853.0,0.56,hand,0.0025499211624264717
8469853.0,0.79,tell,
8469853.0,0.39,indicted,0.040424276143312454
8469853.0,0.63,hit,0.020427411422133446
8469853.0,0.35000000000000003,assistant,0.04602586477994919
8469853.0,0.66,hear,0.03977471962571144
8469853.0,1.0,cripple,0.014095261693000793
8469853.0,0.88,workhouse,0.6932812929153442
8469853.0,1.0,van,
8469853.0,0.75,drink,0.23622046411037445
8469853.0,0.8200000000000001,gun,0.32687410712242126
8469853.0,0.63,lying,
8469853.0,0.42,sell,0.027013655751943588
8469853.0,0.6,hate,0.027895096689462662
8469861.0,0.22,hall,0.008597616106271744
8469861.0,0.93,cripple,0.014095261693000793
8469861.0,0.2,hate,0.027895096689462662
8469861.0,0.11,dead,0.02396446093916893
8469861.0,1.0,stare,0.09350266307592392
8469861.0,0.07,hit,0.020427411422133446
8469861.0,0.38,indicted,0.040424276143312454
8469861.0,0.77,hear,0.03977471962571144
8469861.0,0.73,drink,0.23622046411037445
8469861.0,0.88,workhouse,0.6932812929153442
8469861.0,0.53,clap,0.002330345567315817
8469861.0,0.86,van,
8469861.0,0.13,steal,0.012078825384378433
8469861.0,0.85,lying,
8469861.0,0.84,tell,
8469861.0,0.65,hand,0.0025499211624264717
8469861.0,0.8,pool,
8469861.0,0.9400000000000001,gun,0.32687410712242126
8469861.0,0.62,assistant,0.04602586477994919
8469861.0,0.28,sell,0.027013655751943588
8469861.0,0.17,fool,0.047019507735967636
8469859.0,0.66,drink,0.23622046411037445
8469859.0,0.45,dead,0.02396446093916893
8469859.0,0.9,tell,
8469859.0,0.55,fool,0.047019507735967636
8469859.0,0.98,gun,0.32687410712242126
8469859.0,0.35000000000000003,steal,0.012078825384378433
8469859.0,0.25,hall,0.008597616106271744
8469859.0,0.22,assistant,0.04602586477994919
8469859.0,0.75,indicted,0.040424276143312454
8469859.0,0.58,sell,0.027013655751943588
8469859.0,0.63,stare,0.09350266307592392
8469859.0,0.33,hit,0.020427411422133446
8469859.0,0.71,workhouse,0.6932812929153442
8469859.0,0.5,clap,0.002330345567315817
8469859.0,0.14,hand,0.0025499211624264717
8469859.0,0.8,hear,0.03977471962571144
8469859.0,0.91,pool,
8469859.0,0.99,van,
8469859.0,0.27,hate,0.027895096689462662
8469859.0,0.9,cripple,0.014095261693000793
8469859.0,1.0,lying,
8469884.0,0.87,drink,0.23622046411037445
8469884.0,0.96,van,
8469884.0,0.07,dead,0.02396446093916893
8469884.0,1.0,cripple,0.014095261693000793
8469884.0,0.14,sell,0.027013655751943588
8469884.0,0.88,stare,0.09350266307592392
8469884.0,0.12,assistant,0.04602586477994919
8469884.0,0.89,lying,
8469884.0,0.91,hear,0.03977471962571144
8469884.0,0.13,fool,0.047019507735967636
8469884.0,0.88,pool,
8469884.0,0.17,hit,0.020427411422133446
8469884.0,0.11,hate,0.027895096689462662
8469884.0,0.05,clap,0.002330345567315817
8469884.0,1.0,gun,0.32687410712242126
8469884.0,0.0,hand,0.0025499211624264717
8469884.0,1.0,indicted,0.040424276143312454
8469884.0,0.86,tell,
8469884.0,0.08,steal,0.012078825384378433
8469884.0,0.11,hall,0.008597616106271744
8469884.0,1.0,workhouse,0.6932812929153442
8469881.0,0.67,hit,0.020427411422133446
8469881.0,0.19,hate,0.027895096689462662
8469881.0,0.25,assistant,0.04602586477994919
8469881.0,0.89,gun,0.32687410712242126
8469881.0,0.68,pool,
8469881.0,0.76,hear,0.03977471962571144
8469881.0,0.86,workhouse,0.6932812929153442
8469881.0,0.22,steal,0.012078825384378433
8469881.0,0.67,drink,0.23622046411037445
8469881.0,0.17,fool,0.047019507735967636
8469881.0,0.62,stare,0.09350266307592392
8469881.0,0.21,hand,0.0025499211624264717
8469881.0,0.63,indicted,0.040424276143312454
8469881.0,0.78,tell,
8469881.0,0.34,dead,0.02396446093916893
8469881.0,0.6,sell,0.027013655751943588
8469881.0,0.21,clap,0.002330345567315817
8469881.0,0.98,cripple,0.014095261693000793
8469881.0,0.23,hall,0.008597616106271744
8469881.0,0.6900000000000001,lying,
8469881.0,0.97,van,
8469898.0,0.91,pool,
8469898.0,0.8300000000000001,workhouse,0.6932812929153442
8469898.0,0.28,sell,0.027013655751943588
8469898.0,0.84,lying,
8469898.0,0.77,tell,
8469898.0,0.96,van,
8469898.0,0.33,fool,0.047019507735967636
8469898.0,0.34,hall,0.008597616106271744
8469898.0,0.42,hate,0.027895096689462662
8469898.0,0.9,drink,0.23622046411037445
8469898.0,0.34,clap,0.002330345567315817
8469898.0,0.29,assistant,0.04602586477994919
8469898.0,0.6900000000000001,indicted,0.040424276143312454
8469898.0,0.87,hit,0.020427411422133446
8469898.0,0.98,cripple,0.014095261693000793
8469898.0,0.21,steal,0.012078825384378433
8469898.0,0.24,dead,0.02396446093916893
8469898.0,0.89,stare,0.09350266307592392
8469898.0,1.0,gun,0.32687410712242126
8469898.0,0.85,hear,0.03977471962571144
8469898.0,0.23,hand,0.0025499211624264717
8469901.0,0.96,pool,
8469901.0,0.65,sell,0.027013655751943588
8469901.0,0.5700000000000001,hate,0.027895096689462662
8469901.0,0.36,clap,0.002330345567315817
8469901.0,0.98,gun,0.32687410712242126
8469901.0,0.97,stare,0.09350266307592392
8469901.0,0.61,assistant,0.04602586477994919
8469901.0,0.99,cripple,0.014095261693000793
8469901.0,0.59,hand,0.0025499211624264717
8469901.0,0.98,van,
8469901.0,0.72,tell,
8469901.0,0.44,dead,0.02396446093916893
8469901.0,0.97,drink,0.23622046411037445
8469901.0,0.13,hit,0.020427411422133446
8469901.0,0.14,fool,0.047019507735967636
8469901.0,0.1,hall,0.008597616106271744
8469901.0,0.31,steal,0.012078825384378433
8469901.0,0.8,hear,0.03977471962571144
8469901.0,0.9,indicted,0.040424276143312454
8469901.0,1.0,workhouse,0.6932812929153442
8469901.0,0.91,lying,
8469847.0,0.16,assistant,0.04602586477994919
8469847.0,0.85,stare,0.09350266307592392
8469847.0,0.8300000000000001,tell,
8469847.0,0.33,fool,0.047019507735967636
8469847.0,0.0,hand,0.0025499211624264717
8469847.0,0.0,steal,0.012078825384378433
8469847.0,0.71,sell,0.027013655751943588
8469847.0,0.5,indicted,0.040424276143312454
8469847.0,0.23,hate,0.027895096689462662
8469847.0,1.0,drink,0.23622046411037445
8469847.0,1.0,pool,
8469847.0,0.97,workhouse,0.6932812929153442
8469847.0,1.0,gun,0.32687410712242126
8469847.0,1.0,hear,0.03977471962571144
8469847.0,0.18,clap,0.002330345567315817
8469847.0,0.71,hit,0.020427411422133446
8469847.0,0.74,dead,0.02396446093916893
8469847.0,0.0,hall,0.008597616106271744
8469847.0,0.84,lying,
8469847.0,0.93,cripple,0.014095261693000793
8469847.0,1.0,van,
8470139.0,0.9400000000000001,pool,
8470139.0,0.13,fool,0.047019507735967636
8470139.0,0.92,tell,
8470139.0,0.32,clap,0.002330345567315817
8470139.0,0.42,indicted,0.040424276143312454
8470139.0,0.87,steal,0.012078825384378433
8470139.0,0.39,lying,
8470139.0,0.9,workhouse,0.6932812929153442
8470139.0,0.32,hate,0.027895096689462662
8470139.0,0.6900000000000001,hear,0.03977471962571144
8470139.0,0.66,assistant,0.04602586477994919
8470139.0,0.8200000000000001,gun,0.32687410712242126
8470139.0,0.58,hall,0.008597616106271744
8470139.0,0.77,stare,0.09350266307592392
8470139.0,0.9500000000000001,cripple,0.014095261693000793
8470139.0,0.5700000000000001,dead,0.02396446093916893
8470139.0,0.25,hand,0.0025499211624264717
8470139.0,0.54,hit,0.020427411422133446
8470139.0,0.67,sell,0.027013655751943588
8470139.0,0.6900000000000001,drink,0.23622046411037445
8470139.0,0.75,van,
8467543.0,0.16,run,0.033876966685056686
8467543.0,0.18,shootout,
8467543.0,0.86,bright,0.03430143743753433
8467543.0,0.15,astonished,0.034862350672483444
8467543.0,0.17,know,
8467543.0,0.96,dead,0.02396446093916893
8467543.0,0.87,steel,
8467543.0,0.02,piece,
8467543.0,0.61,honor,0.023775773122906685
8467543.0,0.64,saw,0.019269544631242752
8467543.0,0.75,cold,0.0840296670794487
8467543.0,0.8,stare,0.09350266307592392
8467543.0,0.9400000000000001,achievement,0.0026985243894159794
8467543.0,0.55,mean,
8467543.0,0.85,threaten,
8467543.0,0.64,illusions,0.21500304341316223
8467543.0,0.59,get,0.009659378789365292
8467543.0,0.16,seen,0.035471510142087936
8467543.0,0.02,agent,0.04246440529823303
8467543.0,0.03,pawns,
8467543.0,0.6,confess,0.01532651111483574
8467543.0,0.53,fresh,0.011443750001490116
8467543.0,0.0,money,
8467543.0,0.7000000000000001,leave,0.007092065177857876
8467543.0,0.78,science,0.015140584670007229
8467543.0,0.54,look,0.07782738655805588
8467543.0,0.54,jail,0.33863022923469543
8467543.0,0.59,magic,0.03896055370569229
8467543.0,0.93,dead,0.02396446093916893
8467543.0,0.71,immunity,0.026858989149332047
8467543.0,0.5700000000000001,merit,0.026003504171967506
8467621.0,0.0,honor,0.023775773122906685
8467621.0,0.99,dead,0.02396446093916893
8467621.0,0.98,science,0.015140584670007229
8467621.0,0.52,saw,0.019269544631242752
8467621.0,0.98,stare,0.09350266307592392
8467621.0,0.53,agent,0.04246440529823303
8467621.0,0.78,astonished,0.034862350672483444
8467621.0,0.55,know,
8467621.0,0.73,money,
8467621.0,0.81,bright,0.03430143743753433
8467621.0,0.73,mean,
8467621.0,0.54,confess,0.01532651111483574
8467621.0,0.84,leave,0.007092065177857876
8467621.0,0.66,achievement,0.0026985243894159794
8467621.0,0.54,get,0.009659378789365292
8467621.0,0.55,seen,0.035471510142087936
8467621.0,0.88,cold,0.0840296670794487
8467621.0,0.35000000000000003,piece,
8467621.0,0.41000000000000003,merit,0.026003504171967506
8467621.0,0.93,immunity,0.026858989149332047
8467621.0,0.77,threaten,
8467621.0,0.58,magic,0.03896055370569229
8467621.0,0.55,fresh,0.011443750001490116
8467621.0,0.3,steel,
8467621.0,0.99,dead,0.02396446093916893
8467621.0,0.81,illusions,0.21500304341316223
8467621.0,0.63,run,0.033876966685056686
8467621.0,0.34,pawns,
8467621.0,0.36,look,0.07782738655805588
8467621.0,0.73,jail,0.33863022923469543
8467621.0,0.39,shootout,
8469599.0,1.0,achievement,0.0026985243894159794
8469599.0,0.05,immunity,0.026858989149332047
8469599.0,0.58,know,
8469599.0,0.0,merit,0.026003504171967506
8469599.0,0.34,seen,0.035471510142087936
8469599.0,0.0,agent,0.04246440529823303
8469599.0,0.93,science,0.015140584670007229
8469599.0,0.53,honor,0.023775773122906685
8469599.0,0.45,run,0.033876966685056686
8469599.0,0.23,astonished,0.034862350672483444
8469599.0,0.0,pawns,
8469599.0,0.53,get,0.009659378789365292
8469599.0,0.9400000000000001,bright,0.03430143743753433
8469599.0,0.11,piece,
8469599.0,0.0,look,0.07782738655805588
8469599.0,0.06,money,
8469599.0,0.97,stare,0.09350266307592392
8469599.0,0.53,confess,0.01532651111483574
8469599.0,0.68,leave,0.007092065177857876
8469599.0,0.47000000000000003,saw,0.019269544631242752
8469599.0,1.0,illusions,0.21500304341316223
8469599.0,0.93,cold,0.0840296670794487
8469599.0,0.56,steel,
8469599.0,0.38,magic,0.03896055370569229
8469599.0,0.98,threaten,
8469599.0,0.59,fresh,0.011443750001490116
8469599.0,0.91,dead,0.02396446093916893
8469599.0,0.39,jail,0.33863022923469543
8469599.0,0.31,mean,
8469599.0,0.89,dead,0.02396446093916893
8469599.0,0.04,shootout,
8469545.0,1.0,cold,0.0840296670794487
8469545.0,0.2,astonished,0.034862350672483444
8469545.0,0.0,shootout,
8469545.0,0.02,money,
8469545.0,0.7000000000000001,seen,0.035471510142087936
8469545.0,0.23,run,0.033876966685056686
8469545.0,0.22,agent,0.04246440529823303
8469545.0,0.58,confess,0.01532651111483574
8469545.0,1.0,science,0.015140584670007229
8469545.0,0.99,immunity,0.026858989149332047
8469545.0,0.64,dead,0.02396446093916893
8469545.0,0.11,fresh,0.011443750001490116
8469545.0,0.86,stare,0.09350266307592392
8469545.0,1.0,magic,0.03896055370569229
8469545.0,0.68,threaten,
8469545.0,1.0,mean,
8469545.0,0.88,know,
8469545.0,1.0,saw,0.019269544631242752
8469545.0,0.88,look,0.07782738655805588
8469545.0,0.9400000000000001,dead,0.02396446093916893
8469545.0,0.9400000000000001,get,0.009659378789365292
8469545.0,0.15,piece,
8469545.0,0.25,honor,0.023775773122906685
8469545.0,0.23,merit,0.026003504171967506
8469545.0,0.96,achievement,0.0026985243894159794
8469545.0,0.92,steel,
8469545.0,0.9400000000000001,jail,0.33863022923469543
8469545.0,0.23,pawns,
8469545.0,0.89,bright,0.03430143743753433
8469545.0,0.7000000000000001,leave,0.007092065177857876
8469545.0,1.0,illusions,0.21500304341316223
